DATAFLOW,FREQ,REF_AREA,DATA_TYPE,COICOP_2018,COICOP_CATEG,TOT_EQUI_EXPEND_QUANTILE,PURCH_BEHAVIOUR,NUMBER_HOUSEHOLD_COMP,HOUSEHOLD_TYPOLOGY,EDU_LEV_REFPERS,LABPROF_STATUS_B_REF,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_COICOP,NOTE_COICOP_CATEG,NOTE_TOT_EQUI_EXPEND_QUANTILE,NOTE_PURCH_BEHAVIOUR,NOTE_NUMBER_HOUSEHOLD_COMP,NOTE_HOUSEHOLD_TYPOLOGY,NOTE_EDU_LEV_REFPERS,NOTE_LABPROF_STATUS_B_REF,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0734,ALL,ALL,ALL,N2,HH,99,ALL,2022,1.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0734,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0734,ALL,ALL,ALL,N4,HH,99,ALL,2022,2.09,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0734,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0734,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.89,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.95,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,N2,HH,99,ALL,2022,1.4,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,N3,HH,99,ALL,2022,2.21,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,N4,HH,99,ALL,2022,2.83,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,2.4,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0735,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.61,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.15,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.24,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.21,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.49,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0736,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.24,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,N1,HH,99,ALL,2022,2.76,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,N2,HH,99,ALL,2022,3.25,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,N3,HH,99,ALL,2022,5.27,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,N4,HH,99,ALL,2022,4.77,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,4.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,074,ALL,ALL,ALL,TOT,HH,99,ALL,2022,3.66,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.92,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,N2,HH,99,ALL,2022,1.14,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,N3,HH,99,ALL,2022,2.04,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,N4,HH,99,ALL,2022,2.43,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,1.87,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0741,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.42,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,N1,HH,99,ALL,2022,1.83,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,N2,HH,99,ALL,2022,2.11,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,N3,HH,99,ALL,2022,3.24,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,N4,HH,99,ALL,2022,2.34,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,2.2,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0749,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.23,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,N1,HH,99,ALL,2022,49.13,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,N2,HH,99,ALL,2022,73.76,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,N3,HH,99,ALL,2022,92.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,N4,HH,99,ALL,2022,100.64,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,103.82,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,08,ALL,ALL,ALL,TOT,HH,99,ALL,2022,73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,N1,HH,99,ALL,2022,11.37,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,N2,HH,99,ALL,2022,16.68,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,N3,HH,99,ALL,2022,22.13,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,N4,HH,99,ALL,2022,25,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,29.3,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,081,ALL,ALL,ALL,TOT,HH,99,ALL,2022,17.38,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,N3,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,N4,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0811,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,N1,HH,99,ALL,2022,3.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,N2,HH,99,ALL,2022,4.38,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,N3,HH,99,ALL,2022,7.3,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,N4,HH,99,ALL,2022,8.79,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,10.66,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0812,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.31,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,N1,HH,99,ALL,2022,3.83,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,N2,HH,99,ALL,2022,5.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,N3,HH,99,ALL,2022,8.53,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,N4,HH,99,ALL,2022,9.87,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,11.99,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0813,ALL,ALL,ALL,TOT,HH,99,ALL,2022,6.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,N1,HH,99,ALL,2022,3.67,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,N2,HH,99,ALL,2022,5.83,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,N3,HH,99,ALL,2022,5.42,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,N4,HH,99,ALL,2022,5.14,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,5.64,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0814,ALL,ALL,ALL,TOT,HH,99,ALL,2022,4.89,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.51,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,N2,HH,99,ALL,2022,1.18,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.63,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.95,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0815,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.8,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.16,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.24,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.23,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,0.29,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0819,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.19,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.06,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.08,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,082,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.06,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.08,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0820,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,N1,HH,99,ALL,2022,37.7,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,N2,HH,99,ALL,2022,57.01,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,N3,HH,99,ALL,2022,69.82,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,N4,HH,99,ALL,2022,75.56,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,74.43,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,083,ALL,ALL,ALL,TOT,HH,99,ALL,2022,55.56,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,N1,HH,99,ALL,2022,6.73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,N2,HH,99,ALL,2022,7.75,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,N3,HH,99,ALL,2022,5.3,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,N4,HH,99,ALL,2022,4.86,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,4.9,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0831,ALL,ALL,ALL,TOT,HH,99,ALL,2022,6.45,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,N1,HH,99,ALL,2022,6.34,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,N2,HH,99,ALL,2022,9.46,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,N3,HH,99,ALL,2022,9.67,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,N4,HH,99,ALL,2022,10.66,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,10.58,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0832,ALL,ALL,ALL,TOT,HH,99,ALL,2022,8.59,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,N1,HH,99,ALL,2022,4.16,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,N2,HH,99,ALL,2022,6.32,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,N3,HH,99,ALL,2022,10.7,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,N4,HH,99,ALL,2022,11.54,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,12,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0833,ALL,ALL,ALL,TOT,HH,99,ALL,2022,7.25,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,N1,HH,99,ALL,2022,14.12,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,N2,HH,99,ALL,2022,23.24,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,N3,HH,99,ALL,2022,31.23,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,N4,HH,99,ALL,2022,35.49,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,35.48,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0834,ALL,ALL,ALL,TOT,HH,99,ALL,2022,23.53,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0835,ALL,ALL,ALL,N1,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0835,ALL,ALL,ALL,N2,HH,99,ALL,2022,0.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0835,ALL,ALL,ALL,N3,HH,99,ALL,2022,0.11,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,IT,SPESA_MEDIA,0835,ALL,ALL,ALL,N4,HH,99,ALL,2022,0.2,,,,,,,,,,,,,,,,
